Point_ID,Y,Z
84,227.2715477416575,-4.031339671213104
85,227.37065322847135,-3.8827065082325527
86,227.59366249323926,-3.6801446991584257
87,227.75139269114038,-3.5956774801213705
88,228.04646774758965,-3.5216122913403476
89,228.10481893099438,-3.5209082006463737
90,228.20634973137092,-3.5000035506375613
91,236.23128069226678,-3.5000000000001967
92,236.51710409109742,-3.4431460760531447
93,236.75941344233928,-3.281240046863231
94,236.9213193643192,-3.0389306239859613
95,236.97817316180345,-2.753107200000268
96,236.97817316180345,-1.246892800000285
97,236.9213193327035,-0.9610692996875116
98,236.75941332550286,-0.7187598363008758
99,236.51710386211622,-0.5568538291002372
100,236.23128036180344,-0.500000000000283
101,231.0626823564929,-0.500000000000283
102,231.00132464426065,-0.4877951922031649
103,230.98911983646354,-0.42643747997102743
104,230.98911983646354,1.7531071999999415
105,230.9322660073636,2.038930700312662
106,230.770360000163,2.2812401636992705
107,230.52805053677648,2.443146170899924
108,230.24222703646376,2.4999999999999436
109,230.05375625404918,2.5
110,227.0713198741601,2.5
111,227.0100010952471,2.5121832850003907
112,226.99771179143116,2.573480903979407
113,226.9875905455186,8.426356082166341
114,227.00101939317284,8.494405426073214
115,227.05749013062183,8.579117915459378
116,227.1787831264427,8.914932819549
117,227.4359276031336,11.349093472940257
118,227.43635361796407,11.35323672703119
119,227.54310973184118,12.420751443448994
120,227.55519061679308,12.484611596648607
121,227.8995217745822,13.708454152638689
122,227.90044163243476,13.711752549462203
123,228.09508844531658,14.415945385967559
124,228.12267065687195,14.486685260044142
125,228.1450298722429,14.530282778692667
126,228.15601834292585,14.55261778085991
127,229.02644776500506,16.398888066605576
128,229.04277214586062,16.42969518002456
129,231.1523628440925,19.997433781053992
130,231.2346876708757,20.098120993461187
131,235.97362569626893,24.23885375394177
132,236.04357215093626,24.287092457577064
133,237.6296227343493,25.131774407448933
134,237.66684653296903,25.149042543914824
135,239.34004456847364,25.816066887637813
136,239.36099091879632,25.82478821081304
137,239.69681594531923,25.970637943263792
138,239.74835959384595,25.98866521067682
139,239.79640949586357,26.00161107450574
140,239.83873083532728,26.01436813740635
141,239.87128589705114,26.025242103809482
142,241.03712781866895,26.342117743361626
143,241.03914605847024,26.34266933742588
144,241.55784972524478,26.485214480668706
145,241.61816751887332,26.493647129891663
146,241.65578315780826,26.489050202113308
147,242.4686964928047,26.28734899837588
148,242.49612907434178,26.279417063400643
149,242.5807316862382,26.251406624458433
150,242.59291040665153,26.247489874776264
151,243.69572234165418,25.90321223242569
152,243.7087493463242,25.89888108089897
153,244.4333787951938,25.643074070715993
154,244.4572497274191,25.633713459121548
155,244.88082011174515,25.45059574970102
156,244.90146186241873,25.440913499984497
157,247.17595182755286,24.28803886280118
158,247.25253406137773,24.236359098651473
159,247.9195881661295,23.653508516989852
160,248.03010705141,23.573491116250917
161,249.18734469710924,22.887347813544256
162,249.2428032602938,22.84714726560174
163,250.39026440983176,21.842248197822055
164,250.41903270591663,21.81417664227065
165,252.01605662813958,20.07834601459134
166,252.0519109446313,20.03270367210935
167,252.6815796702082,19.08811417958294
168,252.8692698326721,18.894373057484554
169,253.11354020936514,18.77993878574786
170,253.38252930432526,18.759737640478132
171,296.93277362271675,23.42055306984905
172,297.1933220692959,23.498201444762884
173,297.40881690537145,23.663962534184893
174,297.55070514632604,23.895873056197992
175,297.6001866536733,24.163204953980934
176,297.60018665367335,66.09932434471945
